Country,Life Expectancy,Adult Mortality,Infant Deaths,Population,Life Expectancy at Birth,Infant Mortality Rate,Medical Doctors,Under-5 Mortality Rate,GDP (billions of US$),GDP per Capita (US$),Current Health Expenditure (% of GDP),Death by Meningitis,Death by Neoplasms,'Death by Fire, Heat, and Hot Substances',Death by Malaria,Death by Drowning,Death by Interpersonal Violence,Death by HIV/AIDS,Death by Drug Use,Death by Tuberculosis,Death by Road Injuries,Death by Maternal Disorders,Death by Lower Respiratory Infections,Death by Neonatal Disorders,Death by Alcohol Use,Death by Forces of Nature,Death by Diarrheal Diseases
Turkey,75.8,16,15,78271472,77.79,,17.99,,864.071,25691.067,4.12,386,96409,423,0,766,1599,198,298,935,7911,325,13117,9092,220,18,763
Turkmenistan,66.3,215,6,5565284,44.06,16849.51,6.3,58,3293,116,0,133,207,111,50,488,279,64,1504,1403,153,1,83
Uganda,62.3,291,66,414487,64.47,,0.95,,27.639,2405.011,5.11,4953,19079,670,22016,910,2228,28885,38,15180,5418,2234,19016,34358,231,0,13505
Ukraine,71.3,195,4,4515429,90.477,10224.946,7.78,491,100754,2312,0,3756,5240,6926,1532,4700,7803,98,9188,1807,7349,10,92
Uruguay,77,116,0,3431552,57.874,21614.465,8.29,14,9645,69,0,76,253,183,14,63,611,12,1539,169,111,2,176
Uzbekistan,69.4,184,15,312989,85.662,6739.703,4.99,184,20098,693,0,1711,909,593,157,2647,4993,232,12435,6533,120,2,184
Vanuatu,72,13,0,26463,0.744,2481.245,4.32,6,198,4,1,31,3,14,1,40,62,8,108,75,3,11,67
Zambia,61.8,33,27,161587,21.245,3360.018,4.44,2256,8372,326,5235,406,1428,25110,47,7734,2173,815,8921,10289,116,0,8346
Zimbabwe,67,336,22,15777451,58.48,,1.82,,19.969,2643.158,7.45,1439,11161,632,2518,770,1302,29162,104,11214,2373,1355,12974,9278,48,15,5102
Andorra,,,,,,3.34 [1.17-10.03],33.33,3.53 [1.23-10.59],2.789,52747.885,6.28,0,203,0,0,0,0,3,0,0,8,0,19,0,1,0,1
Antigua and Barbuda,,,,,76.14,6.77 [5.48-8.35],,7.75 [6.27-9.56],1.337,19498.26,5.28,1,124,2,0,4,4,9,0,0,6,0,29,5,6,0,2
Bahamas,,,,,72.92,12 [10.62-13.53],,13.96 [12.36-15.75],11.891,34869.354,5.23,3,515,10,0,25,121,124,1,7,56,4,84,24,16,33,4
Bahrain,,,,,76.46,6.48 [5.83-7.19],9.26,7.57 [6.82-8.4],31.051,45626.742,4.99,3,606,16,0,14,31,11,3,10,181,7,68,50,5,0,10
Barbados,,,,,76.22,13.01 [10.7-15.84],,14.03 [11.54-17.09],4.715,15571.249,6.77,3,711,4,0,10,32,27,1,2,29,2,146,22,7,0,5
Bolivia (Plurinational State of),,,,,71.52,25.09 [20.99-29.58],,30.98 [25.71-36.94]
Bosnia and Herzegovina,,,,,76.32,5.42 [5.09-5.77],21.62,6.26 [5.88-6.67],16.21,11709.916,9.35,10,9346,55,0,54,92,2,12,137,218,1,398,100,93,0,8
Brunei Darussalam,,,,,74.4,8.78 [8.2-9.41],17.81,10.6 [9.9-11.36],12.931,62921.9,2.39
Burkina Faso,,,,,60.92,59.55 [51.74-68.65],0.66,100.7 [82.53-122.8],11.833,1713.52,5.13,4959,8576,654,35100,846,1736,4522,46,7392,4777,1836,23240,18147,134,8,14535
Cabo Verde,,,,,74.88,16.71 [15.5-18.01],7.81,19.54 [18.07-21.12],1.597,5902.474,4.82
Central African Republic,,,,,50.53,89.73 [65.14-121.5],0.72,126.7 [84.35-192.2],1.696,787.043,5.03,977,2478,170,4704,321,602,7578,12,8584,2949,889,6068,5551,58,1,8469
Congo,,,,,63.11,38.53 [28.71-51.82],,54.16 [37.72-77.58],37.915,893.471,3.97,11.891,5444.904,2.46,303,2908,83,2045,100,227,5420,19,2035,1470,460,2040,2423,48,0,2310
Cook Islands,,,,,,7.47 [5.04-11.24],,8.73 [5.9-13.06],0,29,0,0,1,0,1,0,0,4,0,9,0,0,0,1
Costa Rica,,,,,80.78,7.65 [7.44-7.87],13.79,9.04 [8.79-9.3],56.442,17079.776,7.59,35,5181,19,0,131,558,163,20,43,800,22,593,292,76,0,116
Cuba,,,,,77.91,4.2 [3.79-4.67],77.69,5.58 [5.04-6.2],97,25823,98,0,266,713,465,26,45,1094,66,6610,258,561,3,270
Czechia,,,,,78.46,2.52 [2.42-2.63],39.52,3.15 [3.02-3.28],39,29394,73,0,167,116,17,123,56,808,3,3111,147,437,0,358
Democratic People's Republic of Korea,,,,,71.76,16 [12.5-20.43],,21.1 [16.51-27]
Democratic Republic of the Congo,,,,,60.44,73.81 [56.97-91.5],,97.23 [70.76-128.9]
Dominica,,,,,,27.27 [24.39-30.6],,30.88 [27.86-34.96],0.541,11139.636,5.16,1,175,2,0,4,8,7,0,3,12,1,30,12,4,36,2
Dominican Republic,,,,,71.75,26 [20.62-32.79],,31.29 [24.36-40.51],71.254,15186.042,5.78,270,10231,149,7,323,2241,1705,41,823,2930,274,2220,3796,139,2,610
Egypt,,,,,70.49,19.86 [16.08-24.62],8.22,23.4 [18.78-29.48],332.075,11957.706,5.34,925,52885,1497,0,1045,537,84,68,1081,29193,870,24920,7175,139,41,11666
El Salvador,,,,,73.25,13.16 [9.48-18.16],,15.3 [11.03-21.3],23.438,7597.685,7.63,55,5408,42,1,233,6555,779,10,99,1248,51,2257,671,832,13,314
Equatorial Guinea,,,,,61.13,68.14 [48.64-93.86],,93.99 [63.44-134.6],13.185,23902.973,2.92,64,504,13,862,15,45,2007,3,198,242,61,363,538,6,0,127
Eritrea,,,,,62.29,33.99 [25.33-45.29],,46.31 [32.51-66.05],2.016,1589.081,4.45,702,3208,156,224,165,660,1655,13,4867,1048,883,4503,3412,54,0,4710
Eswatini,,,,,54.05,45.85 [35.66-58.22],,59.23 [44.58-77.94],4.061,9023.533,7.06,80,923,54,0,55,224,4435,4,730,399,30,768,481,10,0,539
Gambia,,,,,64.14,39.8 [36.2-43.55],1.02,60.04 [52.36-68.44],1.355,2066.859,3.18,201,872,39,1445,36,12,1128,3,701,223,272,1155,1302,12,0,560
Grenada,,,,,72.7,14.25 [12.72-15.92],,16.21 [14.48-18.11],0.997,14151.894,4.65,1,168,2,0,7,6,8,1,1,10,1,45,12,4,0,1
Iran (Islamic Republic of),,,,,76.66,13.81 [9.84-19.16],11.53,16.06 [11.45-22.52]
Kyrgyzstan,,,,,71.59,19.89 [19.31-20.53],,22.33 [21.67-23.06],54,3947,86,0,287,295,184,61,485,1061,71,880,1747,354,17,129
Lao People's Democratic Republic,,,,,67.08,41.99 [35.08-49.47],,53.61 [43.72-64.73]
Libya,,,,,74.6,11.41 [8.24-15.74],18.94,13.32 [9.63-18.37],17.216,7671.709,6.05,40,4599,129,0,94,1316,76,177,71,2028,31,726,429,21,0,65
Marshall Islands,,,,,,29.29 [21.34-39.25],,35.68 [25.27-49.64],0.184,3208.658,17.04,1,48,1,0,6,4,3,0,8,11,2,20,11,1,0,6
Micronesia (Federated States of),,,,,62.74,27.79 [12.97-55.99],,33.66 [15.07-74.89]
Monaco,,,,,,2.87 [2.28-3.61],,3.52 [2.8-4.43],0,222,0,0,1,0,1,0,1,2,0,25,0,0,0,0
Nauru,,,,,,28.7 [18.39-43.12],13.46,34.87 [21.57-55.26],0.087,8974.541,13.74,0,7,0,0,2,1,1,0,1,3,0,4,3,0,0,0
New Zealand,,,,,81.31,4.53 [4.32-4.74],32.96,5.45 [5.2-5.71],176.247,36978.563,9.28,12,9592,22,0,51,57,7,58,17,344,6,816,123,56,5,85
Niue,,,,,,22.22 [10.16-46.39],,26.39 [11.81-60.09],0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Oman,,,,,72.52,9.64 [9.38-9.91],20.89,11.21 [10.92-11.52],68.919,32165.641,4.3,16,1312,23,0,123,30,98,14,21,2080,17,452,413,8,0,37
Palau,,,,,,17.86 [10.27-31.1],,19.72 [11.34-34.34],0.288,14756.112,11.43,0,32,1,0,2,2,1,0,1,3,0,17,1,0,0,1
Papua New Guinea,,,,,64.49,39.85 [32.56-48.48],,50.51 [40.18-63.21],21.723,3531.732,1.82,648,4810,663,870,361,944,3606,21,1525,2031,760,6201,4123,87,0,3137
Qatar,,,,,76.41,6.7 [6.37-7.04],,7.83 [7.45-8.22],161.74,97846.475,3,5,626,31,0,37,25,4,6,8,660,8,64,92,5,0,5
Republic of Korea,,,,,82.2,3 [2.94-3.06],22.49,3.51 [3.44-3.58]
Republic of Moldova,,,,,71.13,13.43 [10.88-16.77],24.84,15.61 [12.64-19.6]
Russian Federation,,,,,71.3,7.05 [6.91-7.19],37.49,8.23 [8.07-8.4],1356.704,24062.479,5.3
Saint Kitts and Nevis,,,,,,14.13 [11.47-17.43],26.76,16.9 [13.72-20.85],0.958,23424.164,5.31,1,81,2,0,3,14,26,0,1,7,1,19,7,9,0,3
Saint Lucia,,,,,75.01,18.6 [17.03-20.41],,20.95 [19.18-22.98],1.81,13944.981,4.58,2,255,3,0,10,34,8,1,4,25,2,46,19,8,0,4
Saint Vincent and the Grenadines,,,,,72.47,15.22 [13.41-17.25],,16.76 [14.76-18.99],0.787,12035.302,4.08,1,191,3,0,7,23,28,0,3,9,1,38,15,7,0,4
San Marino,,,,,,1.77 [1.01-3.13],,1.99 [1.14-3.53],1.42,56137.697,7.18,0,112,0,0,0,0,1,0,0,3,0,7,1,0,0,0
Sao Tome and Principe,,,,,69.6,26.75 [19.14-36.26],3.16,34.69 [23.98-50.24],5,130,1,14,3,10,0,1,22,20,7,112,54,2,0,14
Saudi Arabia,,,,,73.15,7.22 [6-8.99],,8.43 [7.02-10.47],654.27,49637.153,6,171,10814,702,0,719,407,622,140,1427,19526,271,4342,1552,85,23,331
Sierra Leone,,,,,56.94,94.17 [86.14-102.5],,138.3 [122.6-155.6],4.252,1599.215,20.41,1716,3324,230,13346,318,126,3210,8,2686,1384,1385,7947,6959,43,10,3917
Singapore,,,,,82.81,2.18 [2.03-2.34],,2.72 [2.53-2.93],307.999,86974.748,4.18,5,6073,12,0,19,22,36,15,53,186,2,2929,35,12,0,31
Slovakia,,,,,77.01,5.09 [4.95-5.25],34.44,6.22 [6.04-6.41],23,13633,64,0,141,127,4,21,33,452,3,1845,145,248,0,18
Solomon Islands,,,,,64.74,18.99 [14.34-24.5],,22.3 [16.69-29.34],1.307,2187.46,4.64,19,543,20,112,119,31,29,4,47,153,63,511,125,12,9,262
Somalia,,,,,54.57,82.77 [52.01-139.7],,132.7 [77.91-236.5],5.331,1160.858,,4403,7066,570,3970,825,2136,3612,19,18629,3236,2806,20151,18532,125,0,15350
South Africa,,,,,62.57,28.5 [27-30.18],7.81,37.07 [34.93-39.48],346.663,13696.845,8.79,2438,55105,2121,4,1506,19188,166978,137,22675,17945,1119,30995,20461,605,0,15147
South Sudan,,,,,61.99,62.37 [36.99-96.26],,96.23 [51.5-157.4],14.801,1361.585,,2390,3853,236,5171,287,883,5504,9,4759,1011,696,9494,9663,50,0,7930
Sri Lanka,,,,,76.27,7.48 [7.12-7.88],8.62,8.74 [8.32-9.2],80.557,11557.488,3.89,300,17140,344,0,918,708,59,117,960,3164,114,4500,1464,346,31,1034
Syrian Arab Republic,,,,,64.4,17.76 [12.16-21.37],,23.18 [15.76-28.16]
The former Yugoslav Republic of Macedonia,,,,,73.73,11.38 [10.35-12.64],28.74,12.97 [11.8-14.41]
Trinidad and Tobago,,,,,74.61,,26.5,,25.192,27651.728,6.08,11,1798,20,0,38,339,227,9,19,192,8,243,148,30,0,24
United Arab Emirates,,,,,75.31,,22.11,,358.135,67253.732,3.58,50,3853,179,0,166,109,145,729,109,3593,12,453,127,66,0,48
United Kingdom of Great Britain and Northern Ireland,,,,,80.65,,27.47,
United States of America,,,,,78.56,,25.78,
Viet Nam,,,,,73.16,,7.96,
Aruba,,,,,,,,,2.963,35642.671,
Bolivia,,,,,,,,,33.241,7160.045,6.55,153,12216,174,1,486,640,836,47,1844,1976,593,6566,4413,337,40,782
Czech Republic,,,,,,,,,188.033,33933.429,7.2
Cote d'Ivoire,,,,,,,,,45.815,4557.772,3.22,2826,10580,555,27690,702,2289,22957,35,8172,3492,2556,20111,25933,180,16,9788
Hong Kong SAR,,,,,,,,,309.386,56266.944,
Iran,,,,,,,,,408.288,14231.155,7.54,674,59217,1845,0,1012,2530,887,2904,924,21850,278,10214,15044,232,63,1046
Korea,,,,,,,,,1466.039,37907.502,6.65
Kosovo,,,,,,,,,6.296,9444.731,
Kyrgyz Republic,,,,,,,,,6.678,4259.042,7.15
Lao P.D.R.,,,,,,,,,14.418,6168.459,2.45
Macao SAR,,,,,,,,,45.048,108260.128,
Micronesia,,,,,,,,,0.316,3097.166,12.46
Moldova,,,,,,,,,7.726,9221.849,8.56,27,6896,123,0,215,240,169,29,264,464,10,1046,194,487,0,9
North Macedonia ,,,,,,,,,10.067,13884.951,6.34
Puerto Rico,,,,,,,,,103.376,34006.721,,8,6212,30,0,26,720,221,59,18,405,10,1058,128,131,0,86
Slovak Republic,,,,,,,,,88.512,29941.177,6.79
Syria,,,,,,,,,,,3.57,275,8046,185,0,158,281,17,131,83,1824,65,2573,1616,59,13,131
S?o TomÂ¨Â¦ and PrÂ¨Âªncipe,,,,,,,,,0.318,3904.929,
Taiwan Province of China,,,,,,,,,534.515,46910.952,
Tanzania,,,,,,,,,47.384,2348.069,3.65,4099,27361,1223,16496,1432,3262,40967,155,21979,5521,5487,36727,41530,307,59,17702
Tuvalu,,,,,,,,,0.037,3617.296,16.7,0,13,0,0,1,1,1,0,1,3,0,5,1,0,0,1
United Kingdom,,,,,,,,,2957.227,42928.485,9.9,266,183720,368,0,298,322,266,2697,386,2621,36,39708,1605,1742,4,1394
United States,,,,,,,,,18206.025,56729.681,16.52,1115,700941,3822,0,3727,18164,7089,49086,900,41198,1200,74766,12235,14005,287,11625
Venezuela,,,,,,,,,323.595,17014.178,4.35,301,28869,194,223,569,13295,2155,102,730,6687,747,5018,4433,156,0,1258
Vietnam,,,,,,,,,236.795,7635.282,4.57,870,98218,592,84,6222,1335,7271,983,20803,25154,286,21572,8848,897,52,1806
West Bank and Gaza,,,,,,,,,13.972,5612.253,
Yemen,,,,,,,,,42.444,2548.239,4.25,509,10900,791,4196,837,1087,287,201,877,10522,1659,6585,21614,68,26,6441
North Macedonia,,,,,,,,,,,,6,5194,13,0,23,44,2,12,38,173,2,175,146,25,7,7
South Korea,,,,,,,,,,,,67,89310,513,2,670,761,128,105,2909,6393,46,13250,672,924,1,818
Laos,,,,,,,,,,,,207,4365,88,75,444,590,451,15,2376,1130,361,3786,3477,66,4,1415
Central Asia,,,,,,,,,,,,717,82355,2349,0,4346,4317,1396,953,6600,12656,583,27739,18554,3219,43,1619
Russia,,,,,,,,,,,,1466,301973,7642,0,8172,24223,20968,7565,10635,24602,243,36860,5093,27643,90,475
North America,,,,,,,,,,,,1205,784693,4109,0,4021,19362,7370,51109,1032,43570,1230,82790,13257,15328,295,13286
Palestine,,,,,,,,,,,,32,2489,41,0,52,388,12,6,26,379,22,474,1102,6,4,37
East Asia,,,,,,,,,,,,7908,2504512,11179,3,63481,14685,26810,9564,46261,281068,2598,194060,69174,20716,593,6567
Western Europe,,,,,,,,,,,,1510,1228904,3381,0,3784,3569,3507,9429,3527,25548,206,147121,7557,16643,140,13719
Democratic Republic of Congo,,,,,,,,,,,,7520,31908,1492,64193,2514,2687,22132,168,52620,30061,11608,50680,48895,591,52,48720
Southeast Asia,,,,,,,,,,,,14948,582544,5039,3259,28183,25822,54769,2656,171647,113486,12302,216648,118607,4318,672,95477
Eastern Europe,,,,,,,,,,,,2072,446493,11055,0,13198,30860,28653,9698,16239,34569,375,49400,7409,39375,100,611
Middle East & North Africa,,,,,,,,,,,,4538,257627,8684,4340,6610,13658,4691,6081,11362,123484,5383,73196,82408,1089,246,24173
World,,,,,,,,,,,,267947,9138501,110255,703065,254407,417393,1030605,105431,1268132,1202132,208626,2534793,2184319,160786,15591,1679781
Bermuda,,,,,,,,,,,,0,163,0,0,2,2,8,1,0,7,0,16,1,1,0,0
Northern Mariana Islands,,,,,,,,,,,,0,72,0,0,4,3,1,0,1,6,1,10,2,2,0,2
Tokelau,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
United States Virgin Islands,,,,,,,,,,,,0,315,2,0,5,28,12,2,1,15,0,23,5,13,0,1
American Samoa,,,,,,,,,,,,1,63,0,0,4,3,1,0,1,5,1,11,5,1,0,3
Brunei,,,,,,,,,,,,1,453,5,0,15,6,6,2,18,56,3,74,26,1,3,3
Greenland,,,,,,,,,,,,1,145,2,0,4,5,2,2,3,2,0,11,4,9,0,1
Guam,,,,,,,,,,,,2,186,1,0,6,6,7,1,3,17,1,31,22,2,0,5
Micronesia (country),,,,,,,,,,,,2,103,1,0,12,9,31,1,12,22,3,38,12,2,5,9
Northern Ireland,,,,,,,,,,,,8,4848,11,0,9,12,9,58,11,81,1,1020,64,65,0,37
Wales,,,,,,,,,,,,14,9945,19,0,15,18,15,156,20,128,2,2475,65,93,0,77
Cape Verde,,,,,,,,,,,,17,530,15,0,35,92,71,1,64,43,9,235,124,4,9,48
Scotland,,,,,,,,,,,,26,17987,36,0,30,40,25,453,38,230,5,2791,99,271,1,134
Timor,,,,,,,,,,,,32,740,13,0,68,32,264,1,284,143,63,586,545,6,0,230
Australasia,,,,,,,,,,,,58,58074,124,0,249,376,71,1012,102,1892,18,4579,665,609,14,303
Nordic Region,,,,,,,,,,,,96,69185,292,0,297,295,75,1135,204,1115,7,7690,374,1962,7,1574
Taiwan,,,,,,,,,,,,100,51068,138,0,484,309,167,389,828,3694,27,11717,437,451,9,136
England,,,,,,,,,,,,218,150941,302,0,244,252,217,2029,318,2183,28,33422,1378,1313,3,1146
North Korea,,,,,,,,,,,,255,38575,303,3,1508,864,583,303,3447,8386,230,6820,2723,371,33,352
Andean Latin America,,,,,,,,,,,,422,57742,613,43,1725,3722,5022,259,4654,11168,1365,29084,11819,934,115,2448
Commonwealth High Income,,,,,,,,,,,,444,338301,846,0,993,1845,1076,5783,730,7571,105,56212,3605,3766,62,3455
High-income Asia Pacific,,,,,,,,,,,,475,516164,2119,2,8557,1507,367,582,6543,13532,100,122777,1313,1614,45,4205
Central Europe,,,,,,,,,,,,495,338267,1707,0,2497,2033,547,787,2367,11174,90,29968,2761,7249,27,1271
Southern Latin America,,,,,,,,,,,,600,116392,1063,0,1001,3979,2504,156,1251,9320,471,41721,4752,1326,246,1380
Oceania,,,,,,,,,,,,749,7612,761,1034,666,1117,3911,36,1869,2599,913,7688,4868,121,26,3862
High-income North America,,,,,,,,,,,,1206,784689,4111,0,4022,19366,7364,51111,1035,43567,1230,82787,13260,15336,295,13287
Caribbean,,,,,,,,,,,,1696,64071,939,462,2413,8595,12220,194,2462,6835,2223,18880,11791,1387,88,6005
Central Latin America,,,,,,,,,,,,1771,200419,1649,361,5272,73582,12823,1010,5642,41019,3463,48345,32262,7463,257,11943
European Union,,,,,,,,,,,,1903,1489204,4991,0,6284,5278,4113,9873,5744,34695,275,169980,9202,23618,130,13921
Tropical Latin America,,,,,,,,,,,,2309,247068,1721,114,6768,68804,16577,1054,6055,48134,2289,84736,37408,9251,89,7836
High SDI,,,,,,,,,,,,3251,2377677,10294,2,17664,25576,10813,62126,13246,106078,1851,348378,23973,35662,468,29525
High-income,,,,,,,,,,,,3849,2704224,10798,2,17613,28797,13813,62290,12458,93858,2025,398985,27547,35528,740,32893
World Bank High Income,,,,,,,,,,,,4100,2922845,12459,2,20473,29496,14252,64253,15258,125389,2044,401977,28311,42298,795,33886
Southern sub-Saharan Africa,,,,,,,,,,,,4364,72632,3124,2543,2614,22346,224229,263,39380,22767,2819,49713,33360,747,15,23736
Europe,,,,,,,,,,,,4537,2121079,17127,0,20655,38551,32975,20218,23987,80444,1056,242330,29595,63739,290,16149
OECD Countries,,,,,,,,,,,,4606,3011309,12535,4,21768,52023,17793,63593,16088,121157,3047,411641,49226,45573,796,38383
Europe & Central Asia - World Bank region,,,,,,,,,,,,5120,2167192,18754,0,24356,41856,34239,21072,29218,90424,1526,264680,44220,66072,320,17530
European Region,,,,,,,,,,,,5154,2186383,18815,0,24426,42080,34287,21138,29278,91204,1536,266628,44628,66148,327,17912
Latin America & Caribbean - World Bank region,,,,,,,,,,,,6741,683375,5955,964,17095,158391,48727,2666,19982,116238,9736,222115,97634,20313,792,29411
North Africa and Middle East,,,,,,,,,,,,7432,373663,10729,6761,10511,21588,9063,6980,17063,145663,12551,113290,140010,1465,731,39843
America,,,,,,,,,,,,7937,1461378,10032,964,21083,177003,55855,53714,20995,159382,10955,303808,110756,35496,1087,42608
Region of the Americas,,,,,,,,,,,,7937,1461378,10032,964,21083,177003,55855,53714,20995,159382,10955,303808,110756,35496,1087,42608
High-middle SDI,,,,,,,,,,,,10093,2477435,22421,7108,42993,66942,58585,16576,58765,205912,5327,311486,82216,57585,832,29871
Central sub-Saharan Africa,,,,,,,,,,,,11866,49811,2303,82196,3892,4541,51974,273,77115,44241,15272,74094,77756,903,128,77001
Western Pacific Region,,,,,,,,,,,,13271,3248561,16039,1334,84916,34751,48266,12265,113323,337281,6795,432460,119862,25447,1012,30100
World Bank Upper Middle Income,,,,,,,,,,,,20614,3890744,33117,2296,97185,209860,290627,25086,109822,503195,13058,536854,232225,71923,1308,52782
East Asia & Pacific - World Bank region,,,,,,,,,,,,23797,3653914,18905,4242,100240,42959,85514,13723,225496,409555,15786,540797,193302,27489,1318,109077
Commonwealth Low Income,,,,,,,,,,,,24083,184050,5358,88904,14855,16599,232214,674,122824,34212,24541,155077,200159,1624,755,110689
Eastern Mediterranean Region,,,,,,,,,,,,31384,420729,12812,14790,13643,33836,15908,7089,103270,147820,31715,191969,410835,3212,1359,142778
Middle SDI,,,,,,,,,,,,36635,2596835,27148,69026,83982,134853,311822,14728,277209,449015,26945,528397,368065,28944,1514,213144
Eastern sub-Saharan Africa,,,,,,,,,,,,45893,165944,7980,111721,8780,24885,306051,749,180610,45354,32567,225258,290358,2439,745,199538
South-East Asia Region,,,,,,,,,,,,58832,1314403,28669,54421,84290,52331,106437,8785,597679,287231,62706,618504,700784,23593,10679,791663
South Asia - World Bank region,,,,,,,,,,,,70405,1103467,29097,55719,74501,61738,72209,8573,558200,241439,75324,613384,924602,23676,11485,806892
G20,,,,,,,,,,,,70854,7127618,61826,51706,163191,220943,321712,88636,629813,743006,60191,1286612,790691,124650,2512,806144
Low-middle SDI,,,,,,,,,,,,78318,1208412,27467,154087,72935,125453,299731,9256,523844,277264,73335,659503,810631,30662,2080,678319
World Bank Low Income,,,,,,,,,,,,87573,326474,14614,333855,22811,42091,328322,1775,289125,115922,69801,437440,502042,4518,10320,372523
Western sub-Saharan Africa,,,,,,,,,,,,93173,173866,10021,439131,10612,25719,190827,550,124376,57017,46307,379067,401541,2474,214,368790
Asia,,,,,,,,,,,,97284,4953624,54787,64158,182771,118769,161289,28031,793619,730258,94456,1209525,1186591,54198,13033,926777
Commonwealth Middle Income,,,,,,,,,,,,127138,1190104,36485,310778,69367,91231,424235,8689,625318,285783,88261,845165,1113273,25783,2049,1027878
Low SDI,,,,,,,,,,,,139489,473261,22830,472668,36661,64146,348716,2715,394498,163151,100992,685299,898254,7857,10691,728184
African Region,,,,,,,,,,,,151136,476591,23658,631381,25661,75765,768624,2297,402753,177278,94701,713145,794969,6603,1113,653813
Commonwealth,,,,,,,,,,,,151664,1712455,42689,399682,85216,109675,657525,15146,748873,327567,112908,1056454,1317037,31173,2866,1142022
World Bank Lower Middle Income,,,,,,,,,,,,155499,1993523,49970,366737,113764,135522,396463,14289,853357,456909,123547,1156783,1420562,41969,3161,1219852
Sub-Saharan Africa - World Bank region,,,,,,,,,,,,155976,478123,24643,637625,27388,78961,776913,2166,422232,176530,99464,735916,827571,6717,1121,678667
Africa,,,,,,,,,,,,158017,590527,28180,637769,29680,81885,779297,3376,428937,230882,101970,776251,856035,7127,1174,693412
African Union,,,,,,,,,,,,158017,590527,28180,637769,29680,81885,779297,3376,428937,230882,101970,776251,856035,7127,1174,693412
